replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/MMD Loss Mean,trainer/MMD Loss Std,trainer/MMD Loss Max,trainer/MMD Loss Min,trainer/Action Divergence Mean,trainer/Action Divergence Std,trainer/Action Divergence Max,trainer/Action Divergence Min,trainer/Raw Action Divergence Mean,trainer/Raw Action Divergence Std,trainer/Raw Action Divergence Max,trainer/Raw Action Divergence Min,trainer/Alpha,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/training (s),time/epoch (s),time/total (s),Epoch
999999,0.8863205,0.878485,0,0,0.07135023,-0.009455828,0.0015764586,-0.006301211,-0.014695389,-0.00475413,0.0007793897,-0.0021262886,-0.006800687,0.853071,0.37758064,2.815848,-0.23880522,0.12135024,0.046434816,0.28418082,0.030390142,1.2314677,0.60580206,3.6684308,0.05674678,3.0514228,2.5299716,19.083727,0.058194764,1.0010005235671997,0,0,4985,295,16.89830508474576,0.7153265285983166,19,15,0.0009128126930002447,0.7978708757698608,1.0670017625550439,-1.6327443807840316,0.015424987371546456,0.7307484198539753,2.537681906458975,-1.542631846150144,-0.027612379,0.7621162,0.9988359,-0.99962205,295,0.015424987371546456,3.840674716999956,0.009447535999981937,43.98909057999998,47.83921283299992,53.647025200999906,0
999999,0.15760083,0.15780877,0,0,-0.010585226,3.539527,1.9146787,10.794361,-0.45520055,3.5457969,1.9144685,10.812356,-0.3610203,3.6043205,1.968444,10.926891,-0.82539773,0.032377027,0.011979701,0.066659234,0.0043039243,0.20889543,0.072873265,0.41620022,0.00315949,0.22669476,0.08068414,0.4601366,0.0031672525,0.6002612113952637,0,0,9976,389,53.09574468085106,1.6952320429643204,57,49,1.5451316977929548,0.37861471097242677,2.3280440748575058,0.9925307048220611,82.03991812430468,2.1379123924358563,87.03438012761978,76.30524059729657,0.08912049,0.037871096,0.23027457,-0.072577804,94,82.03991812430468,4.106069586999979,0.007280896999986908,45.13045301,49.24380349399996,102.89514264199988,1
999999,0.18595485,0.18630093,0,0,-0.005801869,6.4570847,3.704866,17.662258,-1.1490173,6.450265,3.6985002,17.604654,-1.0478265,6.5078464,3.70829,17.8298,-1.2871752,0.03251066,0.011972082,0.07398982,0.0063887327,0.2115564,0.06312557,0.52401185,0.009218872,0.23090315,0.07217505,0.60262156,0.009257646,0.3315562903881073,0,0,14912,460,69.52112676056338,2.454424891356841,75,65,1.5618269554308615,0.41811238818835933,2.504075000250338,0.9902239538982983,108.5799697465737,5.225572596277984,119.09922584610516,97.36950470685912,0.034987316,0.03038345,0.12463824,-0.080679394,71,108.5799697465737,3.957321019999995,0.007911716000023716,44.66481578600002,48.63004852200004,151.52819008999984,2
999999,0.86188465,0.8471357,0,0,-0.0034902513,9.470083,6.220794,29.697805,-1.6594877,9.463617,6.23653,29.839464,-1.6276087,9.4516735,6.323686,30.757265,-1.527338,0.032421555,0.012079202,0.06979039,0.0067868335,0.22591737,0.065620884,0.39526734,0.016024118,0.24839586,0.07447586,0.44122794,0.01612831,0.19845955073833466,0,0,19870,546,57.651162790697676,6.557026130127407,76,43,1.0636824421616244,0.06194897367027859,1.3089501553368819,0.9482205758059638,61.32252963066667,8.566697120843932,86.96590722511058,43.6958096980759,0.0054364763,0.026734278,0.09674735,-0.10608769,86,61.32252963066667,4.127566979999983,0.008726922000050763,43.193805803999965,47.330099706,198.86280784599995,3
999999,0.2229091,0.22977185,0,0,-0.0021025995,10.743509,7.745782,35.56263,-2.0023832,10.788267,7.7292757,35.811512,-2.016755,10.87229,7.7471433,36.69572,-2.581141,0.0330899,0.013091592,0.067900404,0.006360682,0.22818619,0.06318458,0.39239693,0.0047324058,0.25080344,0.072651945,0.43079022,0.0047349865,0.12428423762321472,0,0,24786,601,89.38181818181818,1.9862336133854317,94,86,1.6724805251289794,0.5115529822221238,2.843382655983745,0.9898402474095165,149.48935020971027,4.279769651677608,160.4637493432153,141.3334164916518,0.02754809,0.026442254,0.10118583,-0.05652121,55,149.48935020971027,4.168901926999979,0.0068384630000082325,43.593744582,47.76948497199999,246.63718784099996,4
999999,0.4801346,0.4524526,0,0,-0.0013613553,14.277544,10.56934,49.846977,-1.2291379,14.248794,10.589508,49.950756,-1.2345505,14.242879,10.746318,51.006447,-1.2642677,0.032931983,0.013626687,0.07113538,0.005297217,0.22017863,0.06195637,0.416624,0.012589043,0.24042535,0.07046966,0.46568114,0.012631368,0.07972556352615356,0,0,29725,644,114.86046511627907,4.892240630663828,126,105,1.5512474933491314,0.4450687940769085,2.7093746722073258,0.9776957726350592,178.17700859654323,10.534081456864973,199.7463769368807,156.78317593740175,0.015014302,0.018231196,0.07845458,-0.057783317,43,178.17700859654323,4.122307135999904,0.006888175999961277,47.63136500300004,51.76056031499991,298.400977191,5
999999,0.48439547,0.5178098,0,0,-0.0008830219,13.948889,12.243412,57.274635,-2.3821454,13.966475,12.205659,57.307777,-2.720497,14.024065,12.500203,58.53197,-0.69628197,0.03289134,0.013289222,0.07069242,0.005308457,0.21307956,0.059858993,0.3466679,0.0065306425,0.23210332,0.0680748,0.37832826,0.0065648896,0.05159035325050354,0,0,34691,692,103.45833333333333,1.8703646406219534,108,98,1.7886332942096046,0.5809711831885999,3.038030278975357,0.9893159153075944,185.0490195634354,3.9889299051776823,193.12505821098844,170.13472224860186,0.023051558,0.025671547,0.09280361,-0.066826515,48,185.0490195634354,4.080147487999966,0.009323094000023957,46.969596421999995,51.059067003999985,349.46337932600005,6
999999,0.4664145,0.43810868,0,0,-0.00055327616,14.490298,12.511666,64.45717,-2.7389061,14.5215225,12.578607,64.20304,-2.4893239,14.376313,12.715757,62.78186,-2.8322754,0.033564083,0.012675739,0.06824627,0.00409092,0.2252923,0.064009145,0.36584947,0.0067083184,0.24648249,0.073347785,0.40519357,0.0067304475,0.033648524433374405,0,0,39672,728,138.36111111111111,2.6156874789726543,143,133,1.6660668842818438,0.552281723308721,2.9056994741649103,0.9891356023277698,230.51886529466296,5.0502183577058615,241.04047437000335,221.07387911863827,0.009063974,0.016766863,0.057699267,-0.047764793,36,230.51886529466296,4.181084752999936,0.008046172000035767,46.20295687600003,50.392087801,399.86061106099993,7
999999,0.38653368,0.3997305,0,0,-0.0003677417,14.896335,14.328438,62.416878,-1.7017831,14.943735,14.34993,62.413227,-1.5710192,14.996574,14.365742,63.33011,-1.8146191,0.033388466,0.012814551,0.06887482,0.005114016,0.21882299,0.06094735,0.3412853,0.010125905,0.2394923,0.06971951,0.37269634,0.010203132,0.022128423675894737,0,0,44625,797,71.78260869565217,5.032847366550753,83,62,1.0716041484664158,0.06082974057783326,1.2940147953042123,0.9675195283838081,76.92254126600228,6.873029552372219,93.57296814251156,63.666695063922546,0.0047584325,0.015283961,0.059010554,-0.05105305,69,76.92254126600228,3.9461136080000188,0.0076353800000106276,42.72677531799991,46.68052430599994,446.54564571899976,8
999999,0.5930156,0.5789951,0,0,-0.00023090978,16.722553,16.518461,71.34033,-3.2708774,16.712315,16.418304,70.36533,-3.5649374,16.691565,16.383602,68.93979,-3.1291418,0.034137122,0.012792972,0.069725454,0.005183475,0.21799232,0.057342127,0.35545084,0.0011850469,0.23820645,0.06567681,0.3954178,0.0011854832,0.014550544321537018,0,0,49588,853,88.625,3.0446821321304274,96,82,1.3853129124537804,0.27993390929184786,2.049130106865354,0.9905736226074738,122.77335686621628,4.904413124217923,136.81022763777221,113.25090515918497,0.015745858,0.016417133,0.06979528,-0.049460992,56,122.77335686621628,4.054928093000058,0.00784260099999301,45.71498534500006,49.77775603900011,496.32717491600005,9
999999,0.9425633,1.1160845,0,0,-0.00017121244,18.418297,18.688778,85.39288,-2.7620146,18.428654,18.700521,86.59342,-2.6282852,18.538292,18.76882,83.051605,-3.1717782,0.03219567,0.011546302,0.07091971,0.0047010686,0.2215682,0.06302805,0.38085303,0.033570334,0.24282365,0.07260313,0.41926152,0.03391718,0.009612394496798515,0,0,54496,884,158.32258064516128,6.86452825611347,170,139,1.704939438177459,0.5659500874861122,2.740723599578273,0.980370363131195,269.93041169596665,16.36207684739624,297.9276739536115,220.53671164089832,0.0048394324,0.017213888,0.06145865,-0.056921426,31,269.93041169596665,4.398198561999948,0.00473397100006423,49.76303542400001,54.16596795700002,550.4964824690001,10
999999,0.6790206,0.657739,0,0,-0.00011586885,15.82165,17.07205,80.072365,-3.6156514,15.855701,17.00311,79.916084,-3.662235,15.932915,17.116682,80.52808,-4.105285,0.032803535,0.011802811,0.083544895,0.0072865947,0.21946225,0.060682483,0.3335795,0.010590153,0.24034423,0.069532,0.39452997,0.010628173,0.0067379469983279705,0,0,59480,914,166.13333333333333,3.2836294282732674,175,159,1.7460551909729245,0.6118528719535474,2.7963746383005033,0.9807284701502503,290.07796906030194,3.824922594274619,300.6753566142318,281.6746470378439,0.0035192196,0.016384982,0.04882507,-0.05031659,30,290.07796906030194,4.1427899099999195,0.006666404000043258,45.68587083199998,49.83532714599994,600.3348268780001,11
999999,0.7934255,0.7951361,0,0,-0.000118966644,18.528364,19.340353,79.10993,-2.046717,18.494164,19.286648,79.21292,-1.931342,18.621054,19.443977,79.46933,-2.246459,0.03234379,0.011696852,0.06419031,0.004191669,0.21909814,0.06281415,0.35634992,0.009475066,0.23984028,0.071646556,0.3976464,0.009502245,0.0067379469983279705,0,0,64468,971,87.50877192982456,9.425837590438174,125,75,1.4749259414896525,0.35403098813807965,2.9627990095018935,0.9880805180088391,129.06895782719977,21.427788359932308,220.89030354630654,104.88546714981811,0.01687556,0.019650359,0.06668753,-0.043805473,57,129.06895782719977,3.9447784920000686,0.011363132000042242,44.63529847500001,48.591440099000124,648.9290650060002,12
999999,1.8109725,1.7565223,0,0,-0.0001047002,16.92789,21.18634,86.25669,-2.4132078,16.92426,21.167364,85.81806,-2.4748669,17.094608,21.33496,87.5798,-2.2462332,0.034461115,0.012196072,0.065851375,0.0069516967,0.22113761,0.058643572,0.35230482,0.0010387371,0.24292096,0.066880874,0.38421026,0.0010417307,0.0067379469983279705,0,0,69338,1000,167.93103448275863,35.4934972523941,266,126,0.8272062855192148,0.20078737881303485,1.0122251284139012,0.18415281697503016,138.91360725788195,35.030833608132475,236.3575725120072,98.34880802863061,0.0068092644,0.017474895,0.06623233,-0.06298175,29,138.91360725788195,5.035197453000023,0.009525359000008393,50.832737071,55.87745988300003,704.8102659090002,13
999999,1.2839364,1.2879918,0,0,-0.000118325544,21.871948,25.677357,114.4361,-2.350808,21.968304,25.657085,113.36509,-2.4094772,21.923172,25.505693,113.380226,-2.5481327,0.032438934,0.011903301,0.06697591,0.004191669,0.21598077,0.059152402,0.35909128,0.013083252,0.2359517,0.06730846,0.39406458,0.013158922,0.0067379469983279705,0,0,74229,1037,132.1891891891892,1.5216960281361351,135,129,1.9625375916944532,0.6403921461521759,2.853075856494317,0.9875442494264329,259.4262529993938,2.155507446752649,263.8590793102598,254.60411717245623,0.013543315,0.025446124,0.08502621,-0.057214834,37,259.4262529993938,4.217146668999931,0.007653128999891123,47.170319342000084,51.395119139999906,756.2108481370001,14
999999,0.9079466,0.83908194,0,0,-0.00011745471,18.749416,21.977453,89.158875,-3.5008082,18.718971,21.95977,88.83709,-3.4641223,18.700117,21.871141,88.36875,-3.5087967,0.032568175,0.013386341,0.06485727,0.0047765365,0.22783493,0.061472904,0.35653976,0.0013548257,0.25016218,0.0708864,0.4008568,0.0013576518,0.0067379469983279705,0,0,79126,1067,163.23333333333332,2.641758673476608,168,158,1.7760838876038256,0.5984802037866742,2.731741858456676,0.9896696977196277,289.9160932531978,3.3237137652125486,295.8358364280424,283.1987457936816,0.0025016936,0.017765012,0.053304944,-0.0580256,30,289.9160932531978,4.065359081999986,0.006453714999906879,48.0382961759999,52.1101089729998,808.3247873349999,15
999999,1.1191787,1.08536,0,0,-0.00012784499,18.815119,22.149685,91.53392,-3.0817528,18.786541,22.163717,91.99124,-3.002986,19.067451,22.394337,97.03013,-2.6515658,0.031026125,0.011744059,0.06073303,0.006112187,0.21560904,0.057526052,0.34722215,0.01579023,0.23554376,0.06562183,0.38326424,0.015850583,0.0067379469983279705,0,0,84002,1101,143.41176470588235,10.710406283991569,174,126,1.3456787564280872,0.3282601042079306,2.5028458714213127,0.9636051397057538,192.98616518656922,20.344277043207416,263.43488655480286,169.07227170311975,0.0066442066,0.015607814,0.05941901,-0.06040989,34,192.98616518656922,4.118222067000033,0.007032019999996919,47.230805005999855,51.356059092999885,859.6836653869993,16
999999,1.3243375,1.4374305,0,0,-0.000118607204,19.881096,24.890858,106.1968,-3.379631,19.921944,24.945898,106.2191,-3.1934237,19.636404,24.898302,106.92202,-3.488253,0.03239713,0.012269364,0.06987745,0.0061316597,0.21479502,0.06157366,0.34932336,0.011792117,0.23485646,0.07026664,0.38984248,0.0118406275,0.0067379469983279705,0,0,88970,1164,78.85714285714286,1.7261494247992246,83,75,1.3690815912638699,0.26620115109231385,1.957006359991088,0.9898785678744891,107.96186262537945,2.311820379431361,113.20431089905881,102.51076734760245,0.022213709,0.012438038,0.05919012,-0.021545058,63,107.96186262537945,4.532578715999989,0.007581254000115223,46.92703520700002,51.46719517700012,911.1555396919996,17
999999,2.0569053,1.9781977,0,0,-0.00011731332,18.1894,24.006466,101.96299,-2.7804198,18.176182,24.063595,103.14101,-2.903893,18.038673,24.242811,115.53837,-2.9457037,0.03258916,0.012225159,0.06123443,0.005719237,0.21287172,0.05903637,0.34331173,0.014888143,0.2331461,0.06797635,0.379404,0.014969846,0.0067379469983279705,0,0,93943,1198,146.26470588235293,5.932506778605541,156,132,1.3388430138998417,0.3182387338979677,2.1654875579249517,0.9705380528049878,195.8254796507033,7.624058040617699,210.55794574360013,180.20315693922132,0.006596655,0.0145557085,0.060919784,-0.055417925,34,195.8254796507033,4.485662582000032,0.006699352999930852,45.64545225300003,50.13781418799999,961.2972150089997,18
999999,1.2916285,1.3245481,0,0,-0.00013164071,22.038746,27.394638,115.52447,-1.0970576,21.919321,27.328768,116.49673,-1.2774915,21.922451,27.375895,116.157585,-1.7882044,0.030462787,0.012784493,0.06348162,0.005274665,0.2137127,0.06018365,0.34092402,0.012222888,0.23390064,0.069110155,0.3848039,0.0122886775,0.0067379469983279705,0,0,98819,1229,157.29032258064515,4.657242354393277,164,145,1.7930846312565705,0.6058110173754254,2.856296670509178,0.9836765837559506,282.0348600647431,8.580392737753657,291.3189903576681,251.10449760967666,0.004116161,0.018281115,0.05546326,-0.05182173,31,282.0348600647431,3.8992913820000012,0.006526122999957806,48.41324888100007,52.31906638600003,1013.6191320459998,19
999999,4.0066395,4.071765,0,0,-0.000112254595,22.890928,28.457989,115.27201,-4.4242883,22.917408,28.468597,116.53179,-4.6712584,22.93674,28.637234,116.28551,-5.2509756,0.03333994,0.012945053,0.063519165,0.0061704204,0.22055581,0.062569514,0.3641996,0.013510839,0.24217185,0.072062895,0.39591718,0.013592734,0.0067379469983279705,0,0,103748,1255,189.57692307692307,7.942936276112917,204,177,1.6438570721381258,0.6131266490034493,2.86849427527289,0.981899865269756,311.63736571418553,8.360568092976175,326.41870874076466,298.33679097005995,0.0041835564,0.014165376,0.052960716,-0.05089568,26,311.63736571418553,4.858796211000026,0.0075234720000025845,48.20232405900015,53.06864374200018,1066.6904281689995,20
999999,5.5063195,5.8511343,0,0,-0.00012260105,18.419603,24.5048,136.20601,-3.0349085,18.51538,24.582174,138.32089,-2.8140204,18.802061,25.019321,138.68307,-2.8921614,0.03180439,0.012220398,0.066700354,0.005217858,0.22171396,0.058929984,0.33748153,0.022105359,0.24321951,0.068007044,0.3649717,0.022253491,0.0067379469983279705,0,0,108670,1299,111.86363636363636,4.120850028656428,121,104,1.2724206682171144,0.21949031013883277,1.851249457522314,0.989126974573506,142.33760293101446,4.628008536042349,152.80805885709657,132.14784056762645,0.010051465,0.0120330285,0.05268575,-0.03517606,44,142.33760293101446,4.297053701000095,0.008177971999884903,44.597965206000026,48.90319687900001,1115.5975823479998,21
999999,1.1399581,1.442527,0,0,-0.00011999443,20.140835,26.6284,119.2491,-3.5699184,20.074703,26.67021,119.75755,-3.8171563,19.767324,26.628395,119.69245,-4.0959187,0.032191247,0.011682154,0.060871255,0.0054195765,0.21674782,0.061858702,0.37204027,0.013481463,0.23729071,0.070793055,0.4100821,0.013560216,0.0067379469983279705,0,0,113616,1331,154.5625,3.3065985166028247,160,148,1.7026384048667857,0.5993080127414832,2.9385502784100437,0.9897485151610399,263.1640484522226,4.644249558844026,270.820698034393,253.4053786407078,0.007886193,0.012928375,0.04894195,-0.032399427,32,263.1640484522226,4.083728060000112,0.006698304000110511,45.968474901000036,50.05890126500026,1165.6610893539996,22
999999,2.5328736,2.18331,0,0,-0.00012596814,21.052418,27.647402,120.70349,-3.0295494,20.977825,27.597393,121.36641,-3.0152264,20.754025,27.548086,121.575455,-2.9252276,0.03130467,0.012679042,0.06386542,0.0049601854,0.21876687,0.058494918,0.3248437,0.019543398,0.23885566,0.06716099,0.35999352,0.019788299,0.0067379469983279705,0,0,118512,1356,195.84,43.80107761231452,252,123,1.4103704135568984,0.4763014352090098,2.6311859761081866,0.9585411366637764,276.20694179098297,96.3744567591323,373.93253817545525,126.77891172292057,0.00093194266,0.010896714,0.03533892,-0.045215655,25,276.20694179098297,4.102000610000005,0.007784571000001961,44.03014929300002,48.13993447400003,1213.8039777459992,23
999999,2.3374014,2.6488853,0,0,-0.00011810436,22.320938,28.999844,122.46532,-2.9086957,22.349058,29.025251,124.050186,-2.9891548,21.860495,28.563463,122.95018,-2.7832303,0.032471757,0.012370832,0.07525663,0.007237348,0.21475306,0.057383977,0.3261484,0.01626677,0.23426048,0.0656278,0.35775903,0.016327206,0.0067379469983279705,0,0,123387,1380,203.125,6.186763424171533,216,192,1.6233982322592837,0.5718557960452884,2.701531384352336,0.985240799842452,329.752765927667,6.7821719626830905,343.96788874008723,317.5337982861016,-8.442206e-05,0.0116647845,0.031101396,-0.039718464,24,329.752765927667,4.01005414500014,0.006664362000037727,43.05185660699999,47.06857511400017,1260.8766899299997,24
999999,6.82586,6.32275,0,0,-0.00011643995,21.455475,29.6507,136.907,-3.5209954,21.35862,29.5575,135.5325,-3.4580948,20.964516,29.452724,135.89713,-3.7166195,0.032718778,0.012651519,0.06889473,0.0055607134,0.2210225,0.061458606,0.3309831,0.0094964355,0.24089462,0.06980712,0.36639738,0.009556017,0.0067379469983279705,0,0,128332,1413,149.84848484848484,4.6326980954633585,158,131,1.6678442806750349,0.5485230543886289,2.892302549752718,0.9897934744051454,249.92393842236507,11.785901483181684,265.6547243538821,199.31389017282817,0.0037691398,0.015277366,0.0434099,-0.047832936,33,249.92393842236507,3.957315195999854,0.00903517999995529,45.089251542000056,49.055601917999866,1309.9351638719997,25
